Origin,Origin_ZoneName,Origin_Population,Destination,Journey_Type,Uses_Public_Transport,FromStopPointNo,ToStopPointNo,Access_Time_Minutes,Travel_Time_Minutes,Egress_Time_Minutes,Total_Time_Minutes,Access_Distance_Meters,Egress_Distance_Meters,PathIndex,Mapeada_JRT,Mapeada_NTR,Mapeada_RIT,Mapeada_ACT,Mapeada_EGT,Mapeada_ACD,Mapeada_EGD,Mapeada_SFQ,Mapeada_JRD,Mapeada_RID,Mapeada_TWT
338,Pobeña,184,903,Public Transport,True,711.0,283.0,0.95776267875,53.05,,,76.6210143,,51.0,53.05,1,48.2,0.77,4.08,0.052,0.272,42,20.022,19.699,3.65
339,Poblado Julio Arteche,444,903,Public Transport,True,475.0,2064.0,13.662669382499999,33.166666666666664,,,1093.0135506,,15.0,33.17,0,17.92,12.75,2.5,0.85,0.166,13,12.366,11.35,0.0
340,Portugalete,44885,903,Public Transport,True,232.0,245.0,3.7976397349999997,22.016666666666666,,,303.8111788,,84.0,22.02,0,14.27,3.18,4.57,0.213,0.304,83,7.385,6.868,0.0
341,Poza,18,901,Public Transport,True,1937.0,1005.0,58.1682019,117.71666666666668,1.089115005,176.97398357166668,4653.456152,87.1292004,8.0,117.72,0,80.77,35.85,1.1,2.39,0.074,7,43.503,41.04,0.0
342,Pozueta,396,901,Public Transport,True,1392.0,1078.0,4.4314362425,13.25,0.9184603362500001,18.59989657875,354.5148994,73.4768269,2.0,13.25,0,7.45,4.87,0.93,0.324,0.062,65,4.792,4.405,0.0
343,Presa,46,902,Public Transport,True,773.0,209.0,31.12013108625,116.53333333333332,,,2489.6104869,,5.0,116.53,2,86.02,28.93,1.58,1.929,0.106,7,61.328,59.293,8.85
344,Putxeta,195,903,Public Transport,True,598.0,284.0,6.804665875,34.083333333333336,,,544.37327,,7.0,37.55,0,31.02,4.0,2.53,0.267,0.169,38,17.133,16.697,0.0
345,Ranero,24,902,Public Transport,True,784.0,209.0,61.15906875375,122.23333333333332,,,4892.7255003,,5.0,122.23,2,78.25,42.4,1.58,2.827,0.106,7,53.547,50.614,8.85
346,Sabino Arana,478,901,Public Transport,True,1660.0,1078.0,2.8947518175,19.0,0.9184603362500001,22.81321215375,231.5801454,73.4768269,43.0,19.0,0,15.88,2.18,0.93,0.145,0.062,41,10.844,10.636,0.0
347,Sakoneta,254,904,Public Transport,True,11.0,2219.0,7.4102863462499995,33.416666666666664,0.79330144375,41.620254456666665,592.8229077,63.4641155,9.0,33.42,0,26.4,6.08,0.93,0.405,0.062,17,11.927,11.46,0.0
348,Saldarian,55,901,Public Transport,True,1346.0,1005.0,35.56636385375,50.85,1.089115005,87.50547885875,2845.3091083,87.1292004,42.0,50.85,0,35.38,14.37,1.1,0.958,0.074,39,16.095,15.063,0.0
349,Salud e Higiene,72,901,Public Transport,True,180.0,1004.0,3.34861802,28.133333333333333,2.95083712375,34.432788477083335,267.8894416,236.0669699,43.0,28.13,0,24.68,1.65,1.8,0.11,0.12,40,10.86,10.63,0.0
350,San Agustin,41,901,Public Transport,True,1486.0,1078.0,1.87799833,53.1,0.9184603362500001,55.89645866625,150.2398664,73.4768269,31.0,53.1,0,50.38,1.78,0.93,0.118,0.062,30,30.373,30.193,0.0
351,San Bartolome,242,904,Public Transport,True,2070.0,2219.0,3.6375088750000004,27.183333333333334,0.79330144375,31.614143652083335,291.00071,63.4641155,12.0,27.18,0,21.78,4.47,0.93,0.298,0.062,22,9.912,9.551,0.0
352,San Cipriano,7,902,Public Transport,True,766.0,209.0,1.1091658125000001,87.38333333333334,,,88.733265,,5.0,87.38,2,85.32,0.48,1.58,0.032,0.106,7,58.65,58.512,8.85
353,San Esteban,131,902,Public Transport,True,780.0,209.0,31.96520363875,98.01666666666668,,,2557.2162911,,5.0,98.02,2,80.58,15.85,1.58,1.057,0.106,7,54.414,53.251,8.85
354,San Esteban Derio,1850,903,Public Transport,True,511.0,2064.0,5.31971247375,30.85,,,425.5769979,,15.0,30.85,0,24.22,4.13,2.5,0.276,0.166,13,15.545,15.103,0.0
355,San Esteban Galdames,36,903,Public Transport,True,1785.0,284.0,19.12040294125,62.73333333333333,,,1529.6322353,,2.0,66.1,1,52.32,9.7,4.08,0.646,0.272,9,23.849,22.932,0.3
356,San Inazio,43,901,Public Transport,True,1391.0,1078.0,5.910851435,15.6,0.9184603362500001,22.42931177125,472.8681148,73.4768269,61.0,15.6,0,8.77,5.9,0.93,0.393,0.062,64,5.512,5.057,0.0
357,San Juan Atxondo,54,901,Public Transport,True,1468.0,1078.0,0.45552948125,53.48333333333333,0.9184603362500001,54.857323150833324,36.4423585,73.4768269,4.0,53.48,1,51.8,0.75,0.93,0.05,0.062,14,29.899,29.787,16.25
358,San Juan de Muskiz,6038,903,Public Transport,True,554.0,284.0,6.6920953025,37.1,,,535.3676242,,3.0,42.22,0,39.55,0.13,2.53,0.009,0.169,28,19.78,19.603,0.0
359,San Juan Igorre,299,901,Public Transport,True,1660.0,1078.0,10.912502790000001,26.35,0.9184603362500001,38.18096312625,873.0002232,73.4768269,45.0,26.35,0,15.88,9.53,0.93,0.635,0.062,43,11.334,10.636,0.0
360,San Juan Leioa,399,904,Public Transport,True,10.0,2219.0,4.16577886125,30.466666666666665,0.79330144375,35.42574697166667,333.2623089,63.4641155,9.0,30.47,0,27.32,2.22,0.93,0.148,0.062,15,12.05,11.839,0.0
361,San Juan Ubide,44,901,Public Transport,True,79384.0,1078.0,4.7783706725,64.68333333333334,0.9184603362500001,70.38016434208335,382.2696538,73.4768269,8.0,64.68,0,60.87,2.88,0.93,0.192,0.062,8,40.568,40.313,0.0
362,San Julián de Muskiz,241,903,Public Transport,True,2141.0,283.0,5.7328114775,54.63333333333333,,,458.6249182,,11.0,54.63,1,47.73,2.82,4.08,0.188,0.272,47,20.06,19.601,1.53
363,San Mamés,118,903,Public Transport,True,557.0,283.0,0.29096167375,40.06666666666667,,,23.2769339,,32.0,40.07,1,35.58,0.4,4.08,0.026,0.272,28,15.346,15.047,3.65
364,San Martín de Carral,145,903,Public Transport,True,691.0,284.0,2.83821704625,69.45,,,227.0573637,,18.0,76.07,0,70.52,3.02,2.53,0.201,0.169,18,29.999,29.63,0.0
365,San Miguel de Linares,117,903,Public Transport,True,726.0,278.0,0.22816601374999998,106.85,,,18.2532811,,1.0,110.38,2,106.02,0.28,4.08,0.019,0.272,1,41.236,40.946,31.5
366,San Pedro,44,903,Public Transport,True,624.0,284.0,15.689832527499998,35.8,,,1255.1866022,,6.0,35.8,0,19.43,13.83,2.53,0.923,0.169,38,13.597,12.506,0.0
367,San Pedro Galdames,242,903,Public Transport,True,1739.0,284.0,1.58907319625,59.7,,,127.1258557,,2.0,63.07,1,57.5,1.48,4.08,0.099,0.272,9,25.99,25.619,0.3
368,San Roman,84,901,Public Transport,True,1069.0,1078.0,2.88357422625,29.05,0.9184603362500001,32.8520345625,230.6859381,73.4768269,17.0,29.05,0,24.68,3.43,0.93,0.228,0.062,16,19.048,18.757,0.0
369,San Román,28,903,Public Transport,True,559.0,283.0,1.8901184,39.35,,,151.209472,,31.0,39.35,1,33.37,1.9,4.08,0.126,0.272,27,14.624,14.226,3.65
370,San Vicente de Barakaldo,101375,900,Public Transport,True,294.0,329.0,2.7361623425,17.483333333333334,2.0380568287500003,22.257552504583337,218.8929874,163.0445463,104.0,17.48,0,12.37,3.0,2.12,0.2,0.141,95,6.064,5.723,0.0
371,Sandamendi,968,903,Public Transport,True,935.0,283.0,10.9928899875,52.93333333333333,,,879.431199,,16.0,52.93,1,36.35,12.5,4.08,0.833,0.272,17,21.51,20.405,6.32
372,Sanfuentes,1830,903,Public Transport,True,583.0,284.0,6.23761515,26.566666666666663,,,499.009212,,5.0,26.57,0,18.97,5.07,2.53,0.338,0.169,31,12.837,12.33,0.0
373,Sangrices,44,902,Public Transport,True,772.0,209.0,3.20862866,93.08333333333331,,,256.6902928,,5.0,93.08,2,88.25,3.25,1.58,0.217,0.106,7,62.097,61.775,8.85
374,Santa Cruz,54,903,Public Transport,True,728.0,278.0,20.1647162275,121.98333333333332,,,1613.1772982,,4.0,125.52,2,103.57,17.87,4.08,1.191,0.272,5,40.981,39.518,31.5
375,Santa Isabel,2939,901,Public Transport,True,168.0,1005.0,16.0154692175,33.833333333333336,1.089115005,50.93791755583334,1281.2375374,87.1292004,50.0,37.48,0,18.95,16.73,1.8,1.115,0.12,58,11.948,10.713,0.0
376,Santa Juliana,68,903,Public Transport,True,2212.0,284.0,1.19663592875,29.316666666666663,,,95.7308743,,5.0,29.32,0,26.6,0.18,2.53,0.012,0.169,32,15.378,15.198,0.0
377,Santa Lutzia,40,901,Public Transport,True,1968.0,1078.0,27.575404811250003,42.81666666666667,0.9184603362500001,71.31053181416668,2206.0323849,73.4768269,14.0,42.82,0,18.97,22.92,0.93,1.528,0.062,15,13.035,11.445,0.0
378,Santecilla,32,902,Public Transport,True,784.0,209.0,64.62966080125,114.91666666666669,,,5170.3728641,,5.0,114.92,2,78.25,35.08,1.58,2.338,0.106,7,53.058,50.614,8.85
379,Santelices,156,903,Public Transport,True,554.0,284.0,7.82100989625,39.43333333333333,,,625.6807917,,6.0,43.57,0,38.73,2.3,2.53,0.153,0.169,38,19.904,19.582,0.0
380,Santiago,28,901,Public Transport,True,1465.0,1078.0,1.59993306375,57.05,0.9184603362500001,59.5683934,127.9946451,73.4768269,4.0,57.05,1,54.72,1.4,0.93,0.093,0.062,14,31.405,31.25,16.25
381,Santimami,171,904,Public Transport,True,10.0,2219.0,14.28361742875,40.86666666666667,0.79330144375,55.94358553916667,1142.6893943,63.4641155,10.0,40.87,0,27.32,12.62,0.93,0.841,0.062,18,12.742,11.839,0.0
382,Santsoena,53,904,Public Transport,True,20.0,1594.0,4.6051519475,35.416666666666664,6.41921255125,46.44103116541666,368.4121558,513.5370041,4.0,35.42,0,25.08,4.48,5.85,0.299,0.39,8,12.764,12.076,0.0
383,Santurtzi,46088,903,Public Transport,True,227.0,245.0,6.264304532500001,30.53333333333333,,,501.1443626,,59.0,30.53,0,19.85,6.12,4.57,0.408,0.304,60,9.196,8.484,0.0
384,Sarriena,1558,904,Public Transport,True,21.0,1594.0,7.036045249999999,35.083333333333336,6.41921255125,48.538591134583335,562.88362,513.5370041,3.0,35.08,0,23.65,5.58,5.85,0.372,0.39,7,12.073,11.311,0.0
385,Sestao,28255,900,Public Transport,True,239.0,292.0,6.686962382500001,15.816666666666666,3.99582673875,26.49945578791667,534.9569906,319.6661391,2.0,15.82,0,7.55,4.45,3.82,0.297,0.255,42,3.663,3.112,0.0
386,Sierra,31,902,Public Transport,True,780.0,209.0,31.760831009999997,102.35,,,2540.8664808,,5.0,102.35,2,80.58,20.18,1.58,1.345,0.106,7,54.703,53.251,8.85
387,Sodupe,4165,902,Public Transport,True,881.0,249.0,0.48197716249999994,25.516666666666666,,,38.558173,,66.0,25.52,0,23.57,0.43,1.52,0.029,0.101,62,15.017,14.887,0.0
388,Sollano-Llantada,582,903,Public Transport,True,2195.0,283.0,7.919967712499999,46.61666666666667,,,633.597417,,13.0,46.62,0,35.52,7.02,4.08,0.468,0.272,14,26.329,25.589,0.0
389,Soscaño,242,902,Public Transport,True,756.0,209.0,3.967834225,86.26666666666667,,,317.426738,,5.0,86.27,2,80.68,4.0,1.58,0.267,0.106,7,53.726,53.354,8.85
390,Sukarrieta,290,901,Public Transport,True,1098.0,1078.0,2.13190105125,56.68333333333333,0.9184603362500001,59.73369472083333,170.5520841,73.4768269,18.0,56.68,1,53.23,2.52,0.93,0.167,0.062,17,32.948,32.719,6.07
391,Tallerreta,56,901,Public Transport,True,1390.0,1078.0,0.9377842825,12.366666666666667,0.9184603362500001,14.222911285416668,75.0227426,73.4768269,59.0,12.37,0,9.95,1.48,0.93,0.099,0.062,63,5.936,5.775,0.0
392,Telleria,231,904,Public Transport,True,2070.0,2219.0,2.1300615675,24.516666666666666,0.79330144375,27.440029677916666,170.4049254,63.4641155,9.0,24.52,0,21.78,1.8,0.93,0.12,0.062,15,9.733,9.551,0.0
393,Totorika,6,901,Public Transport,True,1262.0,1078.0,20.624374951249997,72.9,0.9184603362500001,94.4428352875,1649.9499961,73.4768269,6.0,72.9,0,59.82,12.15,0.93,0.81,0.062,8,39.105,38.232,0.0
394,Traña-Matiena,3725,901,Public Transport,True,1427.0,1078.0,1.9064100087500002,21.53333333333333,0.9184603362500001,24.358203678333332,152.5128007,73.4768269,7.0,21.53,0,18.75,1.85,0.93,0.124,0.062,20,22.251,22.065,0.0
395,Traslaviña,126,903,Public Transport,True,806.0,278.0,2.7856323,79.83333333333333,,,222.850584,,6.0,83.37,1,76.17,3.12,4.08,0.207,0.272,7,34.781,34.302,12.52
396,Traslosheros,55,903,Public Transport,True,796.0,278.0,3.47452264125,84.03333333333333,,,277.9618113,,6.0,87.57,1,79.8,3.68,4.08,0.245,0.272,7,37.658,37.141,12.52
397,Triano,58,903,Public Transport,True,617.0,283.0,7.433972011250001,55.766666666666666,,,594.7177609,,26.0,55.77,1,43.0,8.68,4.08,0.579,0.272,15,16.206,15.355,8.6
398,Trobika,169,904,Public Transport,True,1149.0,2220.0,6.842711250000001,32.75,0.90773412,40.50044537,547.4169,72.6187296,4.0,32.75,1,27.68,4.37,0.7,0.291,0.047,15,15.275,14.937,1.15
399,Txipio,611,904,Public Transport,True,2089.0,1648.0,4.55193355125,19.933333333333334,6.839990448749999,31.325257333333333,364.1546841,547.1992359,4.0,20.37,0,7.0,7.33,6.03,0.489,0.402,6,5.888,4.998,0.0
400,Txiriboketa,129,901,Public Transport,True,1536.0,1078.0,6.4017496575,17.633333333333333,0.9184603362500001,24.95354332708333,512.1399726,73.4768269,2.0,17.63,0,9.33,7.37,0.93,0.491,0.062,61,6.33,5.777,0.0
401,Txorierri,1002,904,Public Transport,True,12.0,2219.0,13.758182360000001,37.93333333333333,0.79330144375,52.48481713708333,1100.6545888,63.4641155,10.0,37.93,0,25.38,11.62,0.93,0.774,0.062,18,11.879,11.043,0.0
402,Uarka,31,901,Public Transport,True,1273.0,1078.0,1.6603770812499998,44.15,0.9184603362500001,46.728837417499996,132.8301665,73.4768269,12.0,44.15,0,40.87,2.35,0.93,0.156,0.062,16,26.84,26.621,0.0
403,Udondo,21,904,Public Transport,True,10.0,2219.0,10.86043524625,35.083333333333336,0.79330144375,46.73707002333334,868.8348197,63.4641155,10.0,35.08,0,27.32,6.83,0.93,0.456,0.062,19,12.357,11.839,0.0
404,Ugao-Miraballes,4092,901,Public Transport,True,1344.0,1005.0,23.355755528750002,39.46666666666667,1.089115005,63.911537200416674,1868.4604423,87.1292004,35.0,39.47,0,36.77,1.6,1.1,0.106,0.074,32,16.013,15.833,0.0
405,Ugaran,33,901,Public Transport,True,992.0,1078.0,1.2175283587499999,82.31666666666666,0.9184603362500001,84.45265536166667,97.4022687,73.4768269,16.0,82.32,0,80.57,0.82,0.93,0.055,0.062,24,53.068,52.95,0.0
406,Ugarana,463,901,Public Transport,True,1973.0,1078.0,0.4267404525,25.85,0.9184603362500001,27.19520078875,34.1392362,73.4768269,15.0,25.85,0,24.37,0.55,0.93,0.037,0.062,15,14.225,14.126,0.0
407,Ugarte Artea,36,901,Public Transport,True,1525.0,1078.0,1.1174360975000002,23.8,0.9184603362500001,25.83589643375,89.3948878,73.4768269,31.0,23.8,0,21.93,0.93,0.93,0.062,0.062,31,15.938,15.814,0.0
408,Ugarte Muxika,260,901,Public Transport,True,1171.0,1078.0,4.02751352875,62.4,0.9184603362500001,67.345973865,322.2010823,73.4768269,1.0,62.4,1,57.95,3.52,0.93,0.235,0.062,7,28.842,28.545,8.47
409,Ugarte Orduña,12,901,Public Transport,True,1938.0,1005.0,80.55812562874999,124.55,1.089115005,206.19724063374997,6444.6500503,87.1292004,8.0,124.55,0,79.47,43.98,1.1,2.932,0.074,7,43.319,40.313,0.0
410,Ugarte Valle de Trápaga,691,903,Public Transport,True,374.0,284.0,2.2200645725,9.933333333333334,,,177.6051658,,2.0,9.93,0,6.68,0.72,2.53,0.048,0.169,96,4.195,3.979,0.0
411,Ugeraga,5208,904,Public Transport,True,1593.0,2219.0,14.995224615000001,22.316666666666663,0.79330144375,38.105192725416664,1199.6179692,63.4641155,1.0,22.32,0,7.57,13.82,0.93,0.921,0.062,22,3.723,2.74,0.0
412,Unbe-Mendi,403,903,Public Transport,True,1807.0,284.0,10.3598628825,60.75,,,828.7890306,,7.0,62.07,2,53.82,5.75,2.5,0.384,0.166,5,28.881,28.331,1.15
413,Undurraga,36,901,Public Transport,True,33541.0,1078.0,18.039466795000003,44.266666666666666,0.9184603362500001,63.22459379791667,1443.1573436,73.4768269,34.0,44.27,0,29.43,13.9,0.93,0.926,0.062,34,22.792,21.803,0.0
414,Urberuaga,44,901,Public Transport,True,1109.0,1078.0,12.47902083625,50.583333333333336,0.9184603362500001,63.98081450583334,998.3216669,73.4768269,18.0,50.58,1,40.25,9.4,0.93,0.627,0.062,17,24.835,24.146,6.07
415,Urbi,1599,901,Public Transport,True,171.0,1005.0,10.72369424,14.783333333333331,1.089115005,26.596142578333332,857.8955392,87.1292004,133.0,14.78,0,9.35,4.33,1.1,0.289,0.074,127,6.452,6.09,0.0
416,Urduña/Orduña,3591,901,Public Transport,True,1587.0,1005.0,5.32715789875,90.2,1.089115005,96.61627290375,426.1726319,87.1292004,8.0,90.2,0,85.37,3.73,1.1,0.249,0.074,7,44.71,44.388,0.0
417,Urezarantza,300,904,Public Transport,True,2188.0,1648.0,16.70249126125,30.8,6.839990448749999,54.34248171,1336.1993009,547.1992359,1.0,30.8,0,10.12,14.65,6.03,0.977,0.402,6,8.151,6.772,0.0
418,Uria,1513,901,Public Transport,True,966.0,1078.0,3.2503734162500004,9.766666666666667,0.9184603362500001,13.935500419166669,260.0298733,73.4768269,9.0,9.77,0,6.88,1.95,0.93,0.13,0.062,9,5.768,5.575,0.0
419,Uria-Elexalde,13,901,Public Transport,True,1937.0,1005.0,50.678072763749995,110.43333333333334,1.089115005,162.20052110208331,4054.2458211,87.1292004,8.0,110.43,0,80.77,28.57,1.1,1.905,0.074,7,43.018,41.04,0.0
420,Uribarri,112,901,Public Transport,True,1567.0,1005.0,16.5200141425,52.23333333333333,1.089115005,69.84246248083332,1321.6011314,87.1292004,30.0,52.23,0,41.92,9.22,1.1,0.615,0.074,27,19.414,18.725,0.0
421,Uribarri-Zabaleta,29,901,Public Transport,True,1253.0,1078.0,73.2375285075,129.13333333333333,0.9184603362500001,203.28932217708333,5859.0022806,73.4768269,9.0,129.13,0,74.83,53.37,0.93,3.558,0.062,14,52.183,48.562,0.0
422,Uribe,42,901,Public Transport,True,1521.0,1078.0,25.538539172500002,50.41666666666666,0.9184603362500001,76.87366617541667,2043.0831338,73.4768269,35.0,50.42,0,26.27,23.22,0.93,1.547,0.062,35,20.56,18.951,0.0
423,Urigoiti,51,901,Public Transport,True,1554.0,1004.0,26.502140509999997,109.58333333333331,2.95083712375,139.03631096708332,2120.1712408,236.0669699,5.0,115.92,0,90.82,23.3,1.8,1.554,0.12,4,41.255,39.581,0.0
424,Uriondo,28,901,Public Transport,True,1318.0,1078.0,29.024966992499998,80.36666666666666,0.9184603362500001,110.31009399541666,2321.9973594,73.4768269,2.0,80.37,1,56.17,23.27,0.93,1.551,0.062,14,27.547,25.933,10.05
425,Urioste,892,903,Public Transport,True,590.0,284.0,3.89252925,17.933333333333334,,,311.40234,,4.0,17.93,0,11.73,3.67,2.53,0.244,0.169,31,8.198,7.785,0.0
426,Urizar,270,903,Public Transport,True,114254.0,284.0,1.7703349137499997,74.75,,,141.6267931,,21.0,88.53,1,84.08,1.95,2.5,0.131,0.166,18,34.84,34.543,24.53
427,Urkitzaur,453,904,Public Transport,True,1140.0,2220.0,2.2987746112500003,50.41666666666666,0.90773412,53.62317539791666,183.9019689,72.6187296,4.0,50.42,1,46.85,2.87,0.7,0.191,0.047,15,24.555,24.317,1.37
428,Urriola,41,901,Public Transport,True,1258.0,1078.0,18.346474118750002,83.01666666666667,0.9184603362500001,102.28160112166668,1467.7179295,73.4768269,6.0,83.02,0,65.22,16.87,0.93,1.124,0.062,8,44.062,42.875,0.0
429,Urrutia,47,901,Public Transport,True,1246.0,1078.0,28.4017264,90.93333333333334,0.9184603362500001,120.25352006958335,2272.138112,73.4768269,16.0,90.93,0,78.9,11.1,0.93,0.74,0.062,24,52.381,51.58,0.0
430,Usansolo,3322,901,Public Transport,True,1396.0,1078.0,7.623889881249999,8.15,0.9184603362500001,16.6923502175,609.9111905,73.4768269,3.0,8.15,0,1.42,5.8,0.93,0.387,0.062,5,1.496,1.047,0.0
431,Usparitxa,48,901,Public Transport,True,1070.0,1078.0,11.21769823875,32.416666666666664,0.9184603362500001,44.55282524166666,897.4158591,73.4768269,17.0,32.42,0,23.63,7.85,0.93,0.524,0.062,16,18.257,17.671,0.0
432,Valle,110,903,Public Transport,True,754.0,283.0,14.51260633375,42.88333333333333,,,1161.0085067,,31.0,42.88,1,32.78,6.02,4.08,0.401,0.272,27,14.38,13.707,3.65
433,Valle de Trápaga/Trapagaran,10120,903,Public Transport,True,370.0,284.0,2.3443998974999998,13.016666666666667,,,187.5519918,,4.0,13.02,0,8.77,1.72,2.53,0.114,0.169,32,5.917,5.634,0.0
434,Virgen del Puerto,110,903,Public Transport,True,562.0,245.0,0.6764284899999999,43.75,,,54.1142792,,11.0,43.75,1,37.73,1.45,4.57,0.096,0.304,28,14.846,14.446,4.82
435,Zabaloetxe,914,903,Public Transport,True,408.0,278.0,6.577492712500001,52.5,,,526.199417,,9.0,53.67,1,45.63,5.53,2.5,0.369,0.166,10,25.241,24.706,1.38
436,Zaldibar,2832,901,Public Transport,True,1425.0,1078.0,4.9584720437500005,36.38333333333333,0.9184603362500001,42.26026571333333,396.6777635,73.4768269,8.0,36.38,1,30.17,5.28,0.93,0.353,0.062,20,28.698,28.284,0.4
437,Zaldu,148,903,Public Transport,True,877.0,283.0,7.678175738749999,45.06666666666667,,,614.2540591,,1.0,45.07,1,33.03,7.95,4.08,0.53,0.272,1,20.843,20.041,0.55
438,Zangroiz,29,903,Public Transport,True,477.0,2064.0,6.86848694625,24.133333333333333,,,549.4789557,,15.0,24.13,0,15.5,6.13,2.5,0.409,0.166,13,10.385,9.809,0.0
439,Zaramillo,382,902,Public Transport,True,888.0,249.0,1.9434647875,19.616666666666667,,,155.477183,,37.0,19.62,0,16.12,1.98,1.52,0.133,0.101,32,9.978,9.744,0.0
440,Zaratamo,216,901,Public Transport,True,1655.0,1004.0,0.9661937525000001,41.7,2.95083712375,45.61703087625,77.2955002,236.0669699,56.0,45.0,0,26.7,16.5,1.8,1.099,0.12,46,12.405,11.185,0.0
441,Zarrageta,500,904,Public Transport,True,2069.0,2219.0,2.14589953125,24.95,0.79330144375,27.889200974999998,171.6719625,63.4641155,9.0,24.95,0,22.43,1.58,0.93,0.105,0.062,15,9.99,9.823,0.0
442,Zeinka-Zearregi,47,901,Public Transport,True,1493.0,1078.0,43.32740062625,74.63333333333334,0.9184603362500001,118.87919429583334,3466.1920501,73.4768269,15.0,74.63,0,41.45,32.25,0.93,2.15,0.062,15,40.635,38.422,0.0
443,Zelaia Arantzazu,287,901,Public Transport,True,1529.0,1078.0,3.5685691475,21.933333333333334,0.9184603362500001,26.420362817083333,285.4855318,73.4768269,30.0,21.93,0,18.45,2.55,0.93,0.17,0.062,30,12.181,11.949,0.0
444,Zelaia Mendexa,151,901,Public Transport,True,2181.0,1078.0,30.52156219625,104.28333333333332,0.9184603362500001,135.72335586583333,2441.7249757,73.4768269,17.0,104.28,0,81.38,21.97,0.93,1.464,0.062,26,55.005,53.479,0.0
445,Zelaieta,621,901,Public Transport,True,1061.0,1078.0,2.771822405,41.48333333333333,0.9184603362500001,45.17361607458333,221.7457924,73.4768269,9.0,41.48,0,39.32,1.23,0.93,0.082,0.062,8,29.493,29.349,0.0
446,Zollo-Elexalde,47,901,Public Transport,True,1567.0,1005.0,65.3308639375,82.95,1.089115005,149.36997894249998,5226.469115,87.1292004,31.0,82.95,0,41.92,39.93,1.1,2.662,0.074,28,21.461,18.725,0.0
447,Zubero,26,901,Public Transport,True,1257.0,1078.0,19.7656732075,84.9,0.9184603362500001,105.58413354375001,1581.2538566,73.4768269,6.0,84.9,0,67.65,16.32,0.93,1.087,0.062,8,44.987,43.838,0.0
448,Zubialde,387,901,Public Transport,True,1324.0,1078.0,2.9268388025,55.2,0.9184603362500001,59.04529913875,234.1471042,73.4768269,2.0,55.2,1,50.68,3.58,0.93,0.238,0.062,12,23.164,22.863,10.05
449,Zubiaur Bakio,601,904,Public Transport,True,1141.0,2220.0,6.43863562125,49.7,0.90773412,57.046369741250004,515.0908497,72.6187296,4.0,49.7,1,44.78,4.22,0.7,0.282,0.047,15,24.012,23.683,1.37
450,Zubiaur Orozko,1778,901,Public Transport,True,1560.0,1004.0,1.06004024875,79.75,2.95083712375,83.7608773725,84.8032199,236.0669699,20.0,81.37,0,78.62,0.95,1.8,0.063,0.12,23,34.648,34.464,0.0
451,Zubieta,53,901,Public Transport,True,1392.0,1078.0,9.99718818125,10.5,0.9184603362500001,21.4156485175,799.7750545,73.4768269,2.0,10.5,0,7.45,2.12,0.93,0.142,0.062,65,4.609,4.405,0.0
452,Zubiete,425,903,Public Transport,True,937.0,283.0,20.19208181375,45.5,,,1615.3665451,,14.0,45.5,1,34.88,6.53,4.08,0.435,0.272,14,20.231,19.524,6.32
453,Zuloaga,119,901,Public Transport,True,1563.0,1005.0,9.191551188750001,53.61666666666667,1.089115005,63.89733286041667,735.3240951,87.1292004,30.0,53.62,0,46.78,5.73,1.1,0.382,0.074,27,22.535,22.08,0.0
