Origin,Origin_Population,Destination,Uses_Public_Transport,FromStopPointNo,ToStopPointNo,Access_Time_Minutes,Egress_Time_Minutes,Access_Distance_Meters,Egress_Distance_Meters,Total_Time_Minutes,Journey_Type,Mejor_JRT,Mejor_NTR,Mejor_RIT,Mejor_ACT,Mejor_EGT,Mejor_ACD,Mejor_EGD,Mejor_SFQ,Mejor_JRD,Mejor_RID,Mejor_TWT
1,1559.0,718,True,1475,278,1.4780678225000001,,118.2454258,,,Public Transport,56.75,1.0,54.87,0.57,1.32,0.037,0.088,28.0,40.326,40.2,3.42
2,25.0,718,True,610,284,10.381505725,,830.520458,,,Public Transport,34.27,0.0,26.6,5.13,2.53,0.343,0.169,36.0,15.709,15.198,0.0
3,42.0,718,True,1390,278,6.440452806250001,,515.2362245,,,Public Transport,61.22,1.0,45.73,14.17,1.32,0.945,0.088,41.0,24.342,23.309,2.27
4,22.0,718,True,1201,2064,24.197265755,,1935.7812604,,,Public Transport,77.38,1.0,67.2,7.68,2.5,0.512,0.166,12.0,39.071,38.393,5.47
5,2272.0,718,True,162,284,4.2985756424999995,,343.8860514,,,Public Transport,40.57,1.0,35.38,2.65,2.53,0.177,0.169,45.0,15.897,15.552,0.48
6,1258.0,718,True,2130,278,9.106720335,,728.5376268,,,Public Transport,84.22,2.0,74.82,6.9,2.5,0.46,0.166,32.0,28.011,27.385,22.27
7,102.0,718,True,786,278,30.85243540125,,2468.1948321,,,Public Transport,118.43,1.0,98.03,16.32,4.08,1.087,0.272,7.0,52.682,51.323,12.52
8,194.0,718,True,1376,284,8.880122465,,710.4097972,,,Public Transport,45.53,1.0,34.98,8.02,2.53,0.535,0.169,53.0,35.901,35.197,1.05
9,52.0,718,True,1071,284,62.69872717,,5015.8981736,,,Public Transport,96.63,2.0,48.35,45.75,2.53,3.05,0.169,43.0,35.807,32.589,4.57
10,24.0,718,True,8,2064,4.60397649,,368.3181192,,,Public Transport,22.05,0.0,16.68,2.87,2.5,0.191,0.166,15.0,9.579,9.222,0.0
11,34.0,718,True,1294,278,22.08126405125,,1766.5011241,,,Public Transport,123.62,3.0,106.72,15.58,1.32,1.039,0.088,5.0,59.256,58.129,19.6
12,22.0,718,True,1059,278,44.12115105125,,3529.6920841,,,Public Transport,128.03,2.0,85.32,41.4,1.32,2.76,0.088,8.0,55.848,53.0,15.87
13,45.0,718,True,1266,284,51.245595885,,4099.6476708,,,Public Transport,116.45,2.0,77.7,36.22,2.53,2.415,0.169,10.0,56.219,53.635,2.7
14,11.0,718,True,1557,278,11.098961062499999,,887.916885,,,Public Transport,142.55,3.0,127.9,13.33,1.32,0.889,0.088,4.0,52.989,52.012,28.17
15,296.0,718,True,1191,278,2.75881109625,,220.7048877,,,Public Transport,65.02,1.0,59.17,3.35,2.5,0.223,0.166,2.0,29.963,29.574,0.7
16,47.0,718,True,776,278,97.11262355875,,7769.0098847,,,Public Transport,157.18,1.0,105.2,47.9,4.08,3.193,0.272,7.0,62.297,58.832,12.52
17,495.0,718,True,511,2064,5.90538161125,,472.4305289,,,Public Transport,31.2,0.0,24.22,4.48,2.5,0.299,0.166,13.0,15.568,15.103,0.0
18,7.0,718,True,727,278,62.151811695000006,,4972.1449356,,,Public Transport,151.93,2.0,104.72,43.13,4.08,2.876,0.272,5.0,43.412,40.265,31.5
19,37980.0,718,True,2088,2064,11.19846875,,895.8775,,,Public Transport,35.57,0.0,22.4,10.67,2.5,0.711,0.166,29.0,13.044,12.167,0.0
20,33.0,718,True,1200,2064,23.7965468625,,1903.723749,,,Public Transport,90.47,1.0,69.07,18.9,2.5,1.26,0.166,12.0,40.935,39.509,5.47
21,1827.0,718,True,893,284,7.378180111250001,,590.2544089,,,Public Transport,19.77,0.0,12.68,3.0,4.08,0.2,0.272,14.0,9.791,9.319,0.0
22,828.0,718,True,1103,284,37.666453515,,3013.3162812,,,Public Transport,95.68,2.0,67.13,26.02,2.53,1.734,0.169,41.0,48.504,46.601,4.57
23,10645.0,718,True,525,278,3.1872555399999998,,254.9804432,,,Public Transport,56.53,1.0,51.2,2.83,2.5,0.189,0.166,32.0,16.641,16.285,11.87
24,25.0,718,True,33541,278,35.595885894999995,,2847.6708716,,,Public Transport,90.9,1.0,69.78,19.8,1.32,1.32,0.088,25.0,41.463,40.055,6.88
25,125.0,718,True,33541,278,3.51549720625,,281.2397765,,,Public Transport,75.33,1.0,69.78,4.23,1.32,0.283,0.088,24.0,40.426,40.055,6.88
26,440.0,718,True,784,278,3.1005035199999997,,248.0402816,,,Public Transport,105.95,1.0,99.75,2.12,4.08,0.141,0.272,7.0,53.127,52.715,12.52
27,91.0,718,True,1148,2064,11.47727080125,,918.1816641,,,Public Transport,61.58,1.0,49.02,10.07,2.5,0.671,0.166,12.0,27.689,26.852,5.47
28,17603.0,718,True,1073,284,2.8749088825,,229.9927106,,,Public Transport,42.93,2.0,38.25,2.15,2.53,0.143,0.169,59.0,28.936,28.625,2.7
29,23.0,718,True,1836,278,30.595210406249997,,2447.6168325,,,Public Transport,97.97,2.0,79.58,17.07,1.32,1.138,0.088,15.0,48.293,47.067,9.35
30,36.0,718,True,1191,278,9.381552786250001,,750.5242229,,,Public Transport,68.92,1.0,59.17,7.25,2.5,0.483,0.166,2.0,30.223,29.574,0.7
31,13139.0,718,True,30,2064,10.88420359875,,870.7362879,,,Public Transport,34.92,0.0,26.07,6.35,2.5,0.423,0.166,18.0,14.444,13.855,0.0
32,100.0,718,True,1706,278,2.15254951875,,172.2039615,,,Public Transport,91.53,1.0,74.15,14.88,2.5,0.992,0.166,10.0,36.339,35.181,0.7
33,167.0,718,True,2106,284,1.550153175,,124.012254,,,Public Transport,86.73,1.0,82.73,1.5,2.5,0.1,0.166,15.0,33.355,33.089,24.53
34,934.0,718,True,1479,278,5.13797641375,,411.0381131,,,Public Transport,66.88,1.0,60.88,4.68,1.32,0.312,0.088,28.0,43.681,43.281,3.42
35,5.0,718,True,1564,284,20.7173559775,,1657.3884782,,,Public Transport,89.85,3.0,78.32,9.0,2.53,0.601,0.169,21.0,28.332,27.563,7.02
36,1543.0,718,True,1066,284,5.0753008625,,406.024069,,,Public Transport,63.72,2.0,56.28,4.9,2.53,0.327,0.169,61.0,39.859,39.363,4.57
37,1909.0,718,True,637,283,4.11514505625,,329.2116045,,,Public Transport,38.32,0.0,32.08,2.15,4.08,0.143,0.272,14.0,23.459,23.044,0.0
38,81.0,718,True,1392,278,7.4956466187499995,,599.6517295,,,Public Transport,49.77,1.0,44.4,4.05,1.32,0.27,0.088,34.0,23.016,22.658,2.27
39,32.0,718,True,1529,278,4.746733186249999,,379.7386549,,,Public Transport,61.07,1.0,55.73,4.02,1.32,0.267,0.088,24.0,30.556,30.201,6.88
40,20.0,718,True,1340,284,8.75249743375,,700.1997947,,,Public Transport,95.53,3.0,90.02,2.98,2.53,0.199,0.169,9.0,28.227,27.859,13.0
41,247.0,718,True,890,284,2.22072758625,,177.6582069,,,Public Transport,20.87,0.0,14.3,2.48,4.08,0.165,0.272,14.0,11.274,10.837,0.0
42,1245.0,718,True,1523,278,3.34813628,,267.8509024,,,Public Transport,64.9,1.0,61.92,1.67,1.32,0.111,0.088,24.0,35.331,35.131,6.88
43,25409.0,718,True,6,2064,7.27476440375,,581.9811523,,,Public Transport,31.82,0.0,21.77,7.55,2.5,0.503,0.166,21.0,11.434,10.765,0.0
44,76.0,718,True,1322,278,1.56526593375,,125.2212747,,,Public Transport,97.0,3.0,93.9,1.78,1.32,0.119,0.088,9.0,44.383,44.176,24.83
45,35.0,718,True,1422,278,8.7827784675,,702.6222774,,,Public Transport,70.87,2.0,61.73,7.82,1.32,0.521,0.088,27.0,48.469,47.86,4.62
46,7.0,718,True,1744,284,9.96026555625,,796.8212445,,,Public Transport,59.0,0.0,52.08,4.38,2.53,0.292,0.169,21.0,25.028,24.568,0.0
47,487.0,718,True,1567,284,1.6271509600000003,,130.1720768,,,Public Transport,79.82,3.0,75.37,1.92,2.53,0.128,0.169,21.0,25.709,25.413,7.02
48,544.0,718,True,463,278,15.09329468125,,1207.4635745,,,Public Transport,52.97,1.0,48.07,2.4,2.5,0.16,0.166,19.0,21.885,21.558,12.77
49,33744.0,718,True,196,284,4.25314280625,,340.2514245,,,Public Transport,55.68,2.0,49.98,3.17,2.53,0.211,0.169,42.0,15.114,14.735,6.62
50,900.0,718,True,1356,284,4.8836529275,,390.6922342,,,Public Transport,48.6,1.0,37.0,9.07,2.53,0.604,0.169,45.0,17.475,16.703,0.48
51,66.0,718,True,1336,284,2.8883379062500003,,231.0670325,,,Public Transport,97.47,3.0,92.45,2.48,2.53,0.165,0.169,9.0,29.565,29.231,13.0
52,608.0,718,True,2109,2064,0.40829834624999994,,32.6638677,,,Public Transport,92.12,2.0,89.42,0.2,2.5,0.014,0.166,25.0,37.698,37.518,25.43
53,48.0,718,True,1109,284,12.053583858749999,,964.2867087,,,Public Transport,72.72,2.0,62.02,8.17,2.53,0.544,0.169,32.0,42.238,41.525,4.57
54,365.0,718,True,1536,278,0.86095978875,,68.8767831,,,Public Transport,49.4,1.0,47.27,0.82,1.32,0.055,0.088,32.0,24.172,24.029,2.27
55,53.0,718,True,331603,278,35.40212754125,,2832.1702033,,,Public Transport,66.75,1.0,49.55,15.88,1.32,1.058,0.088,30.0,26.621,25.474,6.88
56,58.0,718,True,2232,284,1.21346450125,,97.0771601,,,Public Transport,77.82,2.0,73.73,1.55,2.53,0.103,0.169,14.0,48.507,48.235,8.18
57,512.0,718,True,92,2064,20.58174676875,,1646.5397415,,,Public Transport,34.27,1.0,24.27,7.5,2.5,0.5,0.166,11.0,11.924,11.258,4.43
58,6159.0,718,True,179,284,5.12855934625,,410.2847477,,,Public Transport,69.58,2.0,62.53,4.52,2.53,0.301,0.169,26.0,20.977,20.507,6.57
59,30.0,718,True,999,284,43.771411756250004,,3501.7129405,,,Public Transport,80.48,1.0,61.38,16.57,2.53,1.105,0.169,44.0,50.945,49.672,5.55
60,925.0,718,True,37,2064,5.79821170375,,463.8569363,,,Public Transport,23.22,0.0,16.28,4.43,2.5,0.296,0.166,31.0,9.772,9.31,0.0
61,1185.0,718,True,13,283,1.0002032112500001,,80.0162569,,,Public Transport,25.68,0.0,14.98,8.2,2.5,0.547,0.166,24.0,9.509,8.796,0.0
62,2381.0,718,True,466,2064,2.00973798375,,160.7790387,,,Public Transport,45.03,1.0,40.33,2.2,2.5,0.146,0.166,15.0,16.808,16.495,12.77
63,3761.0,718,True,512,2064,15.53450215,,1242.760172,,,Public Transport,33.55,0.0,21.87,9.18,2.5,0.612,0.166,13.0,15.093,14.314,0.0
64,30.0,718,True,1348,284,53.8101867725,,4304.8149418,,,Public Transport,99.57,3.0,65.13,31.9,2.53,2.126,0.169,27.0,22.86,20.565,7.02
65,45.0,718,True,1394,278,5.4229442325,,433.8355386,,,Public Transport,48.58,1.0,40.9,6.37,1.32,0.424,0.088,34.0,21.297,20.785,2.27
66,50.0,718,True,1388,278,1.8441773824999999,,147.5341906,,,Public Transport,57.9,2.0,55.23,1.35,1.32,0.09,0.088,45.0,27.018,26.839,7.02
67,43.0,718,True,2174,278,30.140410107500003,,2411.2328086,,,Public Transport,78.42,1.0,64.22,12.88,1.32,0.859,0.088,24.0,37.378,36.43,6.88
68,28.0,718,True,1490,284,37.09289674875,,2967.4317399,,,Public Transport,105.63,1.0,93.62,10.7,1.32,0.713,0.088,30.0,74.667,73.866,1.78
69,10312.0,718,True,56,283,11.02825626875,,882.2605015,,,Public Transport,46.03,2.0,34.05,7.9,4.08,0.527,0.272,31.0,13.563,12.764,4.17
70,53.0,718,True,1107,284,3.624252665,,289.9402132,,,Public Transport,68.52,2.0,63.25,2.73,2.53,0.182,0.169,34.0,42.861,42.511,4.57
71,155.0,718,True,1685,2064,12.676800722500001,,1014.1440578,,,Public Transport,60.23,1.0,44.67,13.07,2.5,0.871,0.166,12.0,26.654,25.617,0.97
72,372.0,718,True,1257,284,3.84506127,,307.6049016,,,Public Transport,98.52,2.0,92.95,3.03,2.53,0.202,0.169,13.0,63.746,63.376,2.7
73,787.0,718,True,1101,284,1.0279030275,,82.2322422,,,Public Transport,73.5,2.0,69.63,1.33,2.53,0.089,0.169,42.0,48.539,48.282,4.57
74,33.0,718,True,1391,278,12.36099525,,988.87962,,,Public Transport,56.62,1.0,45.73,9.57,1.32,0.638,0.088,37.0,24.035,23.309,2.27
75,22.0,718,True,1413,278,29.231624,,2338.52992,,,Public Transport,67.45,2.0,50.47,15.67,1.32,1.044,0.088,46.0,40.285,39.152,5.32
76,32.0,718,True,1109,284,38.3176875575,,3065.4150046,,,Public Transport,96.75,2.0,62.02,32.2,2.53,2.147,0.169,32.0,43.841,41.525,4.57
77,7575.0,718,True,679,283,14.315896731250001,,1145.2717385,,,Public Transport,63.83,0.0,51.42,8.33,4.08,0.556,0.272,14.0,37.451,36.624,0.0
78,6.0,718,True,1047,278,19.47149238625,,1557.7193909,,,Public Transport,132.8,2.0,111.13,20.35,1.32,1.357,0.088,12.0,70.39,68.945,15.87
79,89.0,718,True,1200,2064,13.268047963750002,,1061.4438371,,,Public Transport,79.78,1.0,69.07,8.22,2.5,0.548,0.166,28.0,40.223,39.509,5.47
80,56.0,718,True,1975,278,45.26120641875,,3620.8965135,,,Public Transport,79.12,2.0,64.2,13.6,1.32,0.907,0.088,15.0,34.988,33.993,9.35
81,59.0,718,True,1532,278,10.751323935,,860.1059148,,,Public Transport,55.08,1.0,52.13,1.63,1.32,0.109,0.088,28.0,28.242,28.045,6.88
82,2494.0,718,True,2085,2064,3.70103419125,,296.0827353,,,Public Transport,33.92,1.0,28.68,2.73,2.5,0.182,0.166,27.0,14.211,13.862,0.07
83,24.0,718,True,1059,278,16.383018817499998,,1310.6415054,,,Public Transport,103.7,2.0,85.32,17.07,1.32,1.137,0.088,8.0,54.226,53.0,15.87
84,3737.0,718,True,475,2064,1.154984505,,92.3987604,,,Public Transport,21.87,0.0,17.92,1.45,2.5,0.096,0.166,13.0,11.612,11.35,0.0
85,37.0,718,True,1192,278,25.36070007375,,2028.8560059,,,Public Transport,66.65,1.0,54.97,9.18,2.5,0.612,0.166,2.0,28.8,28.022,0.7
86,38.0,718,True,1862,278,0.7940414474999999,,63.5233158,,,Public Transport,110.63,2.0,108.73,0.58,1.32,0.038,0.088,12.0,67.279,67.152,15.87
87,35.0,718,True,7,2064,7.14562119,,571.6496952,,,Public Transport,26.55,0.0,19.03,5.02,2.5,0.334,0.166,31.0,10.618,10.117,0.0
88,71.0,718,True,1006,284,14.1549338375,,1132.394707,,,Public Transport,37.28,2.0,24.15,10.6,2.53,0.707,0.169,37.0,20.18,19.304,2.7
89,45.0,718,True,1561,284,1.2752569037500001,,102.0205523,,,Public Transport,103.98,3.0,100.68,0.77,2.53,0.051,0.169,16.0,39.77,39.55,7.02
90,4544.0,718,True,2082,2064,1.36414918,,109.1319344,,,Public Transport,35.72,1.0,32.17,1.05,2.5,0.07,0.166,27.0,15.12,14.883,0.07
91,16507.0,718,True,1199,2064,4.68046334,,374.4370672,,,Public Transport,76.85,1.0,69.93,4.42,2.5,0.294,0.166,32.0,40.723,40.262,5.47
92,36.0,718,True,1413,278,35.8706173075,,2869.6493846,,,Public Transport,72.78,2.0,50.47,21.0,1.32,1.4,0.088,46.0,40.64,39.152,5.32
93,26.0,718,True,750,278,63.192455582499996,,5055.3964466,,,Public Transport,153.38,1.0,101.12,48.18,4.08,3.213,0.272,7.0,57.757,54.272,12.52
94,2046.0,718,True,1696,2064,3.5956256987499997,,287.6500559,,,Public Transport,50.2,1.0,45.02,2.68,2.5,0.179,0.166,13.0,20.611,20.265,9.22
95,100.0,718,True,1484,278,32.13408319875,,2570.7266559,,,Public Transport,94.27,1.0,69.07,23.88,1.32,1.593,0.088,22.0,48.782,47.102,3.42
96,3804.0,718,True,1684,284,6.3744720125,,509.957761,,,Public Transport,61.08,1.0,50.08,8.47,2.53,0.565,0.169,33.0,41.364,40.631,5.55
97,36.0,718,True,811,278,15.73442221625,,1258.7537773,,,Public Transport,90.57,1.0,72.3,14.18,4.08,0.946,0.272,7.0,32.504,31.287,12.52
98,79.0,718,True,748,278,17.8635540625,,1429.084325,,,Public Transport,115.5,1.0,98.48,12.93,4.08,0.862,0.272,7.0,52.819,51.685,12.52
99,41.0,718,True,1394,278,2.3134517312500003,,185.0761385,,,Public Transport,44.78,1.0,40.9,2.57,1.32,0.171,0.088,32.0,21.044,20.785,2.27
100,94.0,718,True,1973,278,40.08112193875,,3206.4897551,,,Public Transport,87.9,2.0,61.28,25.3,1.32,1.687,0.088,15.0,34.153,32.378,9.35
101,348605.0,718,True,1823,284,3.880949215,,310.4759372,,,Public Transport,21.45,0.0,12.2,6.72,2.53,0.448,0.169,102.0,5.854,5.238,0.0
102,174.0,718,True,1493,284,25.32566284875,,2026.0530279,,,Public Transport,93.62,1.0,63.73,27.35,2.53,1.823,0.169,44.0,54.007,52.015,5.55
103,36.0,718,True,784,278,21.2243718575,,1697.9497486,,,Public Transport,118.83,1.0,99.75,15.0,4.08,1.0,0.272,7.0,53.986,52.715,12.52
104,40.0,718,True,1389,278,3.2052226662499996,,256.4178133,,,Public Transport,59.63,2.0,53.37,4.95,1.32,0.33,0.088,43.0,25.698,25.279,7.02
105,36.0,718,True,1761,2064,25.55555867625,,2044.4446941,,,Public Transport,89.08,1.0,68.08,18.5,2.5,1.233,0.166,4.0,31.27,29.871,12.63
106,27.0,718,True,182,284,24.8330889525,,1986.6471162,,,Public Transport,72.68,2.0,58.18,11.97,2.53,0.798,0.169,30.0,19.617,18.651,6.57
107,6.0,718,True,178,284,31.48797414875,,2519.0379319,,,Public Transport,81.97,2.0,63.35,16.08,2.53,1.072,0.169,28.0,22.078,20.837,6.57
108,27.0,718,True,587,284,27.267207685,,2181.3766148,,,Public Transport,25.18,0.0,12.73,9.92,2.53,0.661,0.169,31.0,9.742,8.913,0.0
109,743.0,718,True,39,2064,4.48793335375,,359.0346683,,,Public Transport,18.9,0.0,13.78,2.62,2.5,0.175,0.166,31.0,8.816,8.475,0.0
110,81.0,718,True,710,284,0.96348907,,77.0791256,,,Public Transport,60.57,1.0,55.85,0.63,4.08,0.042,0.272,8.0,23.705,23.391,0.03
111,452.0,718,True,750,278,1.71496319,,137.1970552,,,Public Transport,107.23,1.0,101.12,2.03,4.08,0.135,0.272,7.0,54.679,54.272,12.52
112,25.0,718,True,580,284,31.34191632125,,2507.3533057,,,Public Transport,48.7,0.0,32.57,13.6,2.53,0.907,0.169,38.0,18.348,17.273,0.0
113,36.0,718,True,2185,278,21.82204902625,,1745.7639221,,,Public Transport,128.93,2.0,111.05,13.8,4.08,0.92,0.272,2.0,44.754,43.562,47.38
114,22.0,718,True,1096,2064,20.80055230125,,1664.0441841,,,Public Transport,89.25,1.0,70.82,15.93,2.5,1.063,0.166,32.0,42.021,40.792,5.47
115,5752.0,718,True,164,284,4.61814314625,,369.4514517,,,Public Transport,38.58,1.0,31.68,4.37,2.53,0.291,0.169,44.0,14.192,13.732,0.48
116,25.0,718,True,1411,278,13.742893087499999,,1099.431447,,,Public Transport,66.53,2.0,53.3,11.92,1.32,0.794,0.088,45.0,43.086,42.204,5.32
117,7.0,718,True,1393,278,17.567223103750003,,1405.3778483,,,Public Transport,49.47,1.0,43.3,4.85,1.32,0.323,0.088,34.0,22.22,21.808,2.27
118,29816.0,718,True,1375,284,7.9867151737499995,,638.9372139,,,Public Transport,48.3,1.0,38.05,7.72,2.53,0.515,0.169,44.0,36.493,35.81,1.05
119,448.0,718,True,1048,278,1.83149356375,,146.5194851,,,Public Transport,106.12,2.0,103.45,1.35,1.32,0.09,0.088,12.0,64.899,64.721,15.87
120,78.0,718,True,1419,278,36.539156758749996,,2923.1325407,,,Public Transport,80.77,1.0,54.6,24.85,1.32,1.656,0.088,33.0,50.022,48.278,0.02
121,72.0,718,True,786,278,0.3399924,,27.199392,,,Public Transport,102.9,1.0,98.03,0.78,4.08,0.052,0.272,7.0,51.647,51.323,12.52
122,31.0,718,True,620,284,1.921460905,,153.7168724,,,Public Transport,38.48,0.0,22.57,13.38,2.53,0.892,0.169,41.0,14.743,13.682,0.0
123,482.0,718,True,624,284,2.2804269475,,182.4341558,,,Public Transport,23.78,0.0,19.43,1.82,2.53,0.121,0.169,31.0,12.796,12.506,0.0
124,251.0,718,True,662,284,0.31281822375,,25.0254579,,,Public Transport,61.38,1.0,58.22,0.63,2.53,0.042,0.169,14.0,27.789,27.578,7.52
125,159.0,718,True,561,245,3.2140743487500005,,257.1259479,,,Public Transport,45.38,1.0,38.03,2.78,4.57,0.185,0.304,28.0,15.199,14.71,4.82
126,30.0,718,True,1744,284,1.75861780625,,140.6894245,,,Public Transport,56.53,0.0,52.08,1.92,2.53,0.128,0.169,21.0,24.864,24.568,0.0
127,26.0,718,True,417,284,10.6187403575,,849.4992286,,,Public Transport,31.85,1.0,24.1,5.22,2.53,0.348,0.169,108.0,13.656,13.14,2.85
128,337.0,718,True,1032,278,0.794466335,,63.5573068,,,Public Transport,94.82,2.0,92.83,0.67,1.32,0.044,0.088,10.0,58.583,58.451,15.87
129,113.0,718,True,1252,284,0.7308817237499999,,58.4705379,,,Public Transport,104.12,2.0,101.12,0.47,2.53,0.031,0.169,10.0,68.823,68.624,2.7
130,31.0,718,True,1328,278,9.5321865675,,762.5749254,,,Public Transport,68.68,1.0,58.37,9.0,1.32,0.6,0.088,24.0,34.096,33.409,6.88
131,171.0,718,True,993,284,29.807205501250003,,2384.5764401,,,Public Transport,111.33,1.0,84.98,23.82,2.53,1.588,0.169,19.0,69.807,68.05,5.55
132,368.0,718,True,1142,2064,5.66922335,,453.537868,,,Public Transport,74.5,1.0,66.72,5.28,2.5,0.352,0.166,12.0,34.125,33.607,9.0
133,3445.0,718,True,182,284,3.97670309875,,318.1362479,,,Public Transport,64.58,2.0,58.18,3.87,2.53,0.258,0.169,30.0,19.077,18.651,6.57
134,335.0,718,True,1394,278,1.9822940137500002,,158.5835211,,,Public Transport,44.47,1.0,40.9,2.25,1.32,0.149,0.088,32.0,21.022,20.785,2.27
135,753.0,718,True,1126,2064,11.90212889625,,952.1703117,,,Public Transport,32.53,0.0,25.27,4.77,2.5,0.318,0.166,13.0,16.072,15.588,0.0
136,474.0,718,True,1107,284,3.1823045037499997,,254.5843603,,,Public Transport,67.08,2.0,63.25,1.3,2.53,0.086,0.169,32.0,42.765,42.511,4.57
137,300.0,718,True,957,284,13.24061896375,,1059.2495171,,,Public Transport,51.03,1.0,40.87,7.63,2.53,0.509,0.169,53.0,20.04,19.363,0.48
138,183.0,718,True,1761,2064,2.12009847875,,169.6078783,,,Public Transport,73.03,1.0,68.08,2.45,2.5,0.164,0.166,4.0,30.201,29.871,12.63
139,3851.0,718,True,2101,284,3.6375353337500003,,291.0028267,,,Public Transport,84.07,2.0,77.4,4.17,2.5,0.277,0.166,32.0,29.299,28.856,22.27
140,431.0,718,True,1055,278,9.233441205,,738.6752964,,,Public Transport,96.93,2.0,89.47,6.15,1.32,0.41,0.088,10.0,57.227,56.729,15.87
141,1765.0,718,True,1660,278,2.26345908875,,181.0767271,,,Public Transport,56.03,1.0,53.12,1.6,1.32,0.106,0.088,29.0,29.083,28.889,6.88
142,93.0,718,True,455,284,1.57128476625,,125.7027813,,,Public Transport,44.38,3.0,40.3,1.55,2.53,0.103,0.169,14.0,26.978,26.706,5.47
143,165.0,718,True,1802,2064,2.671775835,,213.7420668,,,Public Transport,63.52,1.0,59.37,1.65,2.5,0.111,0.166,16.0,27.316,27.04,0.07
144,9378.0,718,True,57,2064,3.17373022,,253.8984176,,,Public Transport,15.7,0.0,12.32,0.88,2.5,0.059,0.166,31.0,8.335,8.11,0.0
145,78.0,718,True,1268,284,23.5408681925,,1883.2694554,,,Public Transport,94.25,2.0,75.33,16.38,2.53,1.092,0.169,8.0,53.358,52.097,2.7
146,91.0,718,True,1723,284,52.81648708,,4225.3189664,,,Public Transport,141.43,2.0,90.17,48.73,2.53,3.249,0.169,13.0,65.439,62.021,2.7
147,13.0,718,True,1939,284,48.338551977499996,,3867.0841582,,,Public Transport,176.42,2.0,147.05,26.83,2.53,1.789,0.169,6.0,55.948,53.99,14.98
148,722.0,718,True,2161,278,4.14315231625,,331.4521853,,,Public Transport,85.62,2.0,80.48,2.63,2.5,0.176,0.166,21.0,21.928,21.586,32.53
149,26.0,718,True,1185,278,40.81191494875,,3264.9531959,,,Public Transport,98.52,1.0,72.38,23.63,2.5,1.576,0.166,5.0,36.27,34.528,0.7
