Zona_Origen,Nombre_Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Numero_Transbordos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Tiempo_Total_Puerta_a_Puerta_Minutos,Verificacion_Tiempo_Total
88,Bekea,71,901,True,957.0,1005.0,7.066631940000001,1.089115005,565.3305552,87.1292004,Calculado,Calculado,10.625746945000001,2.47,0,2.575,2.062,0.0,136,6.6,1.1,0.44,0.074,10.17,10.625746945000001,10.625746945000001
89,Bengoetxea,45,901,True,1561.0,1004.0,1.27525690375,2.95083712375,102.0205523,236.0669699,Calculado,Calculado,79.89609402750001,75.67,0,32.822,32.65,0.0,23,0.77,1.8,0.051,0.12,78.23,79.89609402750001,79.89609402750001
90,Berango,4544,904,True,2080.0,2219.0,5.86429660625,0.79330144375,469.1437285,63.4641155,Calculado,Calculado,21.00759805,14.35,0,5.981,5.592,0.0,22,4.92,0.93,0.328,0.062,20.2,21.00759805,21.00759805
91,Bermeo,16507,901,True,1096.0,1078.0,3.79248198,0.91846033625,303.3985584,73.4768269,Calculado,Calculado,67.36094231625,62.65,1,37.602,37.304,6.07,17,3.55,0.93,0.237,0.062,67.13,67.36094231625,73.43094231625
92,Bernagoitia,36,901,True,1413.0,1078.0,35.8706173075,0.91846033625,2869.6493846,73.4768269,Calculado,Calculado,59.03907764375,22.25,0,17.827,16.37,0.0,38,20.92,0.93,1.394,0.062,44.1,59.03907764375,59.03907764375
93,Bernales,26,902,True,750.0,209.0,63.1924555825,1.58,5055.3964466,106.0,Calculado,Mapeado,144.39245558250002,79.62,2,55.49,52.171,8.85,7,48.18,1.58,3.213,0.106,129.38,144.39245558250002,153.2424555825
94,Berreagamendi,2046,904,True,1692.0,2220.0,0.4115104025,0.90773412,32.9208322,72.6187296,Calculado,Calculado,44.6392445225,43.32,1,19.323,19.243,5.5,15,0.5,0.7,0.034,0.047,44.52,44.6392445225,50.1392445225
95,Berrio-Aldape,100,901,True,1483.0,1078.0,32.49465461,0.91846033625,2599.5723688,73.4768269,Calculado,Calculado,87.41311494625,54.0,0,33.59,31.914,0.0,30,24.2,0.93,1.613,0.062,79.13,87.41311494625,87.41311494625
96,Berriz-Olakueta,3804,901,True,1714.0,1078.0,2.1402040225,0.91846033625,171.2163218,73.4768269,Calculado,Calculado,26.45866435875,23.4,0,27.486,27.174,0.0,15,3.75,0.93,0.25,0.062,28.08,26.45866435875,26.45866435875
97,Bezi,36,903,True,811.0,278.0,15.73442221625,4.08,1258.7537773,272.0,Calculado,Mapeado,92.11442221624999,72.3,1,32.504,31.287,12.52,7,14.18,4.08,0.946,0.272,90.57,92.11442221624999,104.63442221624999
98,Biáñez,79,902,True,748.0,209.0,17.8635540625,1.58,1429.084325,106.0,Calculado,Mapeado,96.4235540625,76.98,2,50.552,49.584,8.85,7,12.93,1.58,0.862,0.106,91.5,96.4235540625,105.2735540625
99,Bidekoetxea,41,901,True,1394.0,1078.0,2.3134517312500003,0.91846033625,185.0761385,73.4768269,Calculado,Calculado,7.351912067500001,4.12,0,2.766,2.532,0.0,65,2.57,0.93,0.171,0.062,7.62,7.351912067500001,7.351912067500001
100,Bikarregi,94,901,True,1973.0,1078.0,40.08112193875,0.91846033625,3206.4897551,73.4768269,Calculado,Calculado,65.36958227500001,24.37,0,15.875,14.126,0.0,15,25.3,0.93,1.687,0.062,50.6,65.36958227500001,65.36958227500001
101,Bilbao,348605,902,True,1823.0,209.0,3.880949215,1.58,310.4759372,106.0,Calculado,Mapeado,8.190949215,2.73,0,1.883,1.33,0.0,207,6.72,1.58,0.448,0.106,11.03,8.190949215,8.190949215
102,Bolibar,174,901,True,1493.0,1078.0,25.32566284875,0.91846033625,2026.0530279,73.4768269,Calculado,Calculado,67.69412318500001,41.45,0,40.308,38.422,0.0,15,27.35,0.93,1.823,0.062,69.73,67.69412318500001,67.69412318500001
103,Bollain,36,902,True,784.0,209.0,21.2243718575,1.58,1697.9497486,106.0,Calculado,Mapeado,101.0543718575,78.25,2,51.72,50.614,8.85,7,15.0,1.58,1.0,0.106,94.83,101.0543718575,109.9043718575
104,Bolunburu,40,901,True,1389.0,1078.0,3.20522266625,0.91846033625,256.4178133,73.4768269,Calculado,Calculado,15.4536830025,11.33,0,7.42,7.027,0.0,30,4.95,0.93,0.33,0.062,17.22,15.4536830025,15.4536830025
105,Botiola,36,904,True,1761.0,2220.0,25.55555867625,0.90773412,2044.4446941,72.6187296,Calculado,Calculado,71.21329279625,44.75,1,20.667,19.388,9.52,2,18.5,0.7,1.233,0.047,63.95,71.21329279625,80.73329279625
106,Brisketa,27,901,True,182.0,1005.0,24.8330889525,1.089115005,1986.6471162,87.1292004,Calculado,Calculado,48.2222039575,22.3,0,10.429,9.557,0.0,51,11.97,1.1,0.798,0.074,35.37,48.2222039575,48.2222039575
107,Burbustu-Altamira,6,901,True,178.0,1004.0,31.48797414875,2.95083712375,2519.0379319,236.0669699,Calculado,Calculado,62.0588112725,27.62,0,12.708,11.515,0.0,46,16.08,1.8,1.072,0.12,45.5,62.0588112725,62.0588112725
108,Cadegal,27,903,True,587.0,284.0,27.267207685,2.53,2181.3766148,169.0,Calculado,Mapeado,42.527207685,12.73,0,9.742,8.913,0.0,31,9.92,2.53,0.661,0.169,25.18,42.527207685,42.527207685
109,Centro Civico,743,904,True,11.0,2219.0,2.5115688425,0.79330144375,200.9255074,63.4641155,Calculado,Calculado,29.70487028625,26.4,0,11.641,11.46,0.0,15,1.78,0.93,0.119,0.062,29.12,29.70487028625,29.70487028625
110,Cobarón,81,903,True,710.0,284.0,0.96348907,4.08,77.0791256,272.0,Calculado,Mapeado,60.89348907,55.85,1,23.705,23.391,0.03,8,0.63,4.08,0.042,0.272,60.57,60.89348907,60.92348907
111,Concha,452,902,True,750.0,209.0,1.71496319,1.58,137.1970552,106.0,Calculado,Mapeado,82.91496319000001,79.62,2,52.413,52.171,8.85,7,2.03,1.58,0.135,0.106,83.23,82.91496319000001,91.76496319
112,Cotorrio,25,903,True,580.0,284.0,31.34191632125,2.53,2507.3533057,169.0,Calculado,Mapeado,66.44191632125,32.57,0,18.348,17.273,0.0,38,13.6,2.53,0.907,0.169,48.7,66.44191632125,66.44191632125
113,Cueto,36,902,True,2185.0,209.0,21.82204902625,1.58,1745.7639221,106.0,Calculado,Mapeado,102.25204902624999,78.85,3,42.482,41.456,19.78,2,13.8,1.58,0.92,0.106,94.23,102.25204902624999,122.03204902625
114,Demiku,22,901,True,1096.0,1078.0,20.80055230125,0.91846033625,1664.0441841,73.4768269,Calculado,Calculado,84.3690126375,62.65,1,38.429,37.304,6.07,17,15.93,0.93,1.063,0.062,79.52,84.3690126375,90.43901263750001
115,Doneztebe,5752,901,True,169.0,1005.0,3.81224063625,1.089115005,304.9792509,87.1292004,Calculado,Calculado,17.23135564125,12.33,0,8.286,7.966,0.0,70,3.7,1.1,0.246,0.074,17.13,17.23135564125,17.23135564125
116,Dudea,25,901,True,1382.0,1078.0,12.16766766875,0.91846033625,973.4134135,73.4768269,Calculado,Calculado,32.836128005,19.75,0,14.344,13.537,0.0,38,11.18,0.93,0.745,0.062,31.87,32.836128005,32.836128005
117,Durandio,7,901,True,1393.0,1078.0,17.567223103750003,0.91846033625,1405.3778483,73.4768269,Calculado,Calculado,24.915683440000002,6.43,0,3.942,3.556,0.0,65,4.85,0.93,0.323,0.062,12.22,24.915683440000002,24.915683440000002
118,Durango,29816,901,True,1375.0,1078.0,7.986715173749999,0.91846033625,638.9372139,73.4768269,Calculado,Calculado,24.20517551,15.3,0,20.63,20.054,0.0,34,7.72,0.93,0.515,0.062,23.95,24.20517551,24.20517551
119,Ea,448,901,True,1048.0,1078.0,1.83149356375,0.91846033625,146.5194851,73.4768269,Calculado,Calculado,65.91995390000001,63.17,0,44.736,44.583,0.0,8,1.35,0.93,0.09,0.062,65.45,65.91995390000001,65.91995390000001
120,Eitzaga,78,901,True,1419.0,1078.0,36.53915675875,0.91846033625,2923.1325407,73.4768269,Calculado,Calculado,75.377617095,37.92,1,37.699,35.981,0.4,36,24.85,0.93,1.656,0.062,63.7,75.377617095,75.77761709500001
121,El Callejo,72,902,True,786.0,209.0,0.3399924,1.58,27.199392,106.0,Calculado,Mapeado,78.4499924,76.53,2,49.38,49.222,8.85,7,0.78,1.58,0.052,0.106,78.9,78.4499924,87.2999924
122,El Campillo,31,903,True,620.0,284.0,1.921460905,2.53,153.7168724,169.0,Calculado,Mapeado,27.021460905,22.57,0,14.743,13.682,0.0,41,13.38,2.53,0.892,0.169,38.48,27.021460905,27.021460905
123,El Casal,482,903,True,624.0,284.0,2.2804269475,2.53,182.4341558,169.0,Calculado,Mapeado,24.2404269475,19.43,0,12.796,12.506,0.0,31,1.82,2.53,0.121,0.169,23.78,24.2404269475,24.2404269475
124,El Castaño,251,903,True,662.0,284.0,0.31281822375,2.53,25.0254579,169.0,Calculado,Mapeado,61.06281822375,58.22,1,27.789,27.578,7.52,14,0.63,2.53,0.042,0.169,61.38,61.06281822375,68.58281822375
125,El Puerto,159,903,True,561.0,245.0,3.2140743487500005,4.57,257.1259479,304.0,Calculado,Mapeado,45.814074348750005,38.03,1,15.199,14.71,4.82,28,2.78,4.57,0.185,0.304,45.38,45.814074348750005,50.634074348750005
126,El Ventorro,30,903,True,1744.0,284.0,1.75861780625,2.53,140.6894245,169.0,Calculado,Mapeado,56.36861780625,52.08,0,24.864,24.568,0.0,21,1.92,2.53,0.128,0.169,56.53,56.36861780625,56.36861780625
127,El Villar,26,903,True,417.0,284.0,10.6187403575,2.53,849.4992286,169.0,Calculado,Mapeado,37.248740357500004,24.1,1,13.656,13.14,2.85,108,5.22,2.53,0.348,0.169,31.85,37.248740357500004,40.098740357500006
128,Elantxobe,337,901,True,1032.0,1078.0,0.794466335,0.91846033625,63.5573068,73.4768269,Calculado,Calculado,54.26292667125,52.55,0,38.419,38.313,0.0,8,0.67,0.93,0.044,0.062,54.15,54.26292667125,54.26292667125
129,Eleizaldea,113,901,True,1252.0,1078.0,0.7308817237499999,0.91846033625,58.4705379,73.4768269,Calculado,Calculado,77.46934206,75.82,0,49.178,49.085,0.0,8,0.47,0.93,0.031,0.062,77.22,77.46934206,77.46934206
130,Elexabeitia,31,901,True,1328.0,1078.0,9.5321865675,0.91846033625,762.5749254,73.4768269,Calculado,Calculado,31.500646903750003,21.05,0,15.818,15.156,0.0,32,9.0,0.93,0.6,0.062,30.98,31.500646903750003,31.500646903750003
131,Elexalde Amoroto,171,901,True,1246.0,1078.0,21.58872579125,0.91846033625,1727.0980633,73.4768269,Calculado,Calculado,101.40718612750001,78.9,0,52.763,51.58,0.0,24,16.82,0.93,1.121,0.062,96.65,101.40718612750001,101.40718612750001
132,Elexalde Bakio,368,904,True,1142.0,2220.0,5.66922335,0.90773412,453.537868,72.6187296,Calculado,Calculado,49.456957470000006,42.88,1,23.523,23.124,1.37,15,5.28,0.7,0.352,0.047,48.87,49.456957470000006,50.82695747
133,Elexalde Basauri,3445,901,True,182.0,1005.0,3.97670309875,1.089115005,318.1362479,87.1292004,Calculado,Calculado,27.36581810375,22.3,0,9.889,9.557,0.0,40,3.87,1.1,0.258,0.074,27.27,27.36581810375,27.36581810375
134,Elexalde Bedia,335,901,True,1394.0,1078.0,1.98229401375,0.91846033625,158.5835211,73.4768269,Calculado,Calculado,7.02075435,4.12,0,2.744,2.532,0.0,65,2.25,0.93,0.149,0.062,7.3,7.02075435,7.02075435
135,Elexalde Derio,753,903,True,1126.0,2064.0,11.90212889625,2.5,952.1703117,166.0,Calculado,Mapeado,39.67212889625,25.27,0,16.072,15.588,0.0,13,4.77,2.5,0.318,0.166,32.53,39.67212889625,39.67212889625
136,Elexalde Forua,474,901,True,1107.0,1078.0,3.18230450375,0.91846033625,254.5843603,73.4768269,Calculado,Calculado,46.23076484,42.13,1,25.28,25.132,6.07,17,1.3,0.93,0.086,0.062,44.37,46.23076484,52.30076484
137,Elexalde Galdakao,300,901,True,957.0,1005.0,13.24061896375,1.089115005,1059.2495171,87.1292004,Calculado,Calculado,16.79973396875,2.47,0,2.602,2.062,0.0,147,7.0,1.1,0.466,0.074,10.57,16.79973396875,16.79973396875
138,Elexalde Gamiz,183,904,True,1761.0,2220.0,2.12009847875,0.90773412,169.6078783,72.6187296,Calculado,Calculado,47.77783259875,44.75,1,19.598,19.388,9.52,2,2.45,0.7,0.164,0.047,47.9,47.77783259875,57.297832598750006
139,Elexalde Gorliz,3851,904,True,2188.0,1648.0,5.32926149125,6.839990448749999,426.3409193,547.1992359,Calculado,Calculado,22.28925194,10.12,0,7.451,6.772,0.0,6,4.17,6.03,0.277,0.402,20.32,22.28925194,22.28925194
140,Elexalde Ibarrangelu,431,901,True,1055.0,1078.0,9.233441205,0.91846033625,738.6752964,73.4768269,Calculado,Calculado,59.33190154125,49.18,0,37.063,36.591,0.0,8,6.15,0.93,0.41,0.062,56.27,59.33190154125,59.33190154125
141,Elexalde Igorre,1765,901,True,1660.0,1078.0,2.26345908875,0.91846033625,181.0767271,73.4768269,Calculado,Calculado,19.061919425,15.88,0,10.805,10.636,0.0,40,1.6,0.93,0.106,0.062,18.42,19.061919425,19.061919425
142,Elexalde Larrabetzu,93,901,True,455.0,1078.0,1.57128476625,0.91846033625,125.7027813,73.4768269,Calculado,Calculado,12.959745102500001,10.47,0,7.334,7.168,0.0,10,1.55,0.93,0.103,0.062,12.95,12.959745102500001,12.959745102500001
143,Elexalde Laukiz,165,903,True,1802.0,2064.0,2.671775835,2.5,213.7420668,166.0,Calculado,Mapeado,64.541775835,59.37,1,27.316,27.04,0.07,16,1.65,2.5,0.111,0.166,63.52,64.541775835,64.61177583499999
144,Elexalde Leioa,9378,904,True,10.0,2219.0,5.2774690725,0.79330144375,422.1975258,63.4641155,Calculado,Calculado,33.39077051625,27.32,0,12.035,11.839,0.0,15,2.0,0.93,0.134,0.062,30.25,33.39077051625,33.39077051625
145,Elexalde Mendata,78,901,True,1268.0,1078.0,23.5408681925,0.91846033625,1883.2694554,73.4768269,Calculado,Calculado,74.48932852875001,50.03,0,33.713,32.559,0.0,8,16.38,0.93,1.092,0.062,67.35,74.48932852875001,74.48932852875001
146,Elexalde Nabarniz,91,901,True,1723.0,1078.0,52.81648708,0.91846033625,4225.3189664,73.4768269,Calculado,Calculado,118.60494741625001,64.87,0,45.794,42.483,0.0,8,48.73,0.93,3.249,0.062,114.53,118.60494741625001,118.60494741625001
147,Elexalde Orduña,13,901,True,1939.0,1005.0,48.3385519775,1.089115005,3867.0841582,87.1292004,Calculado,Calculado,127.0476669825,77.62,0,41.146,39.283,0.0,7,26.83,1.1,1.789,0.074,105.55,127.0476669825,127.0476669825
148,Elexalde Barrika,722,904,True,2161.0,1648.0,4.14315231625,6.839990448749999,331.4521853,547.1992359,Calculado,Calculado,24.303142764999997,13.32,1,9.572,8.994,0.12,5,2.63,6.03,0.176,0.402,21.98,24.303142764999997,24.423142764999998
149,Elexalde-Olabarri,26,901,True,1166.0,1005.0,41.35772534125,1.089115005,3308.6180273,87.1292004,Calculado,Calculado,84.84684034624999,42.4,2,23.504,21.801,4.65,6,24.43,1.1,1.629,0.074,67.93,84.84684034624999,89.49684034625
150,Elexalde-Zeeta,93,901,True,1059.0,1078.0,21.047212135,0.91846033625,1683.7769708,73.4768269,Calculado,Calculado,66.99567247125,45.03,0,34.258,32.862,0.0,8,20.0,0.93,1.333,0.062,65.97,66.99567247125,66.99567247125
151,Elguero,115,903,True,832.0,284.0,7.4525528925,2.53,596.2042314,169.0,Calculado,Mapeado,19.2525528925,9.27,0,5.527,5.126,0.0,36,3.48,2.53,0.232,0.169,15.28,19.2525528925,19.2525528925
152,Elizondo,138,901,True,1392.0,1078.0,6.464095777500001,0.91846033625,517.1276622,73.4768269,Calculado,Calculado,14.832556113750002,7.45,0,4.794,4.405,0.0,65,4.9,0.93,0.326,0.062,13.28,14.832556113750002,14.832556113750002
153,Elorriaga,20,901,True,1537.0,1078.0,21.35596018375,0.91846033625,1708.4768147,73.4768269,Calculado,Calculado,37.60442052,15.33,1,9.708,8.465,0.1,45,17.72,0.93,1.181,0.062,33.98,37.60442052,37.70442052
154,Elorrio,6578,901,True,1485.0,1078.0,5.22370247625,0.91846033625,417.8961981,73.4768269,Calculado,Calculado,58.5921628125,52.45,0,31.722,31.298,0.0,30,5.42,0.93,0.361,0.062,58.8,58.5921628125,58.5921628125
155,Elortza,1589,904,True,1647.0,2220.0,3.451545445,0.90773412,276.1236356,72.6187296,Calculado,Calculado,7.729279565,3.37,0,1.315,1.112,0.0,21,2.33,0.7,0.156,0.047,6.4,7.729279565,7.729279565
156,Elotxelerri,418,903,True,473.0,2064.0,1.7098828950000002,2.5,136.7906316,166.0,Calculado,Mapeado,23.189882895,18.98,0,12.457,12.209,0.0,13,1.23,2.5,0.082,0.166,22.72,23.189882895,23.189882895
157,Erandiogoikoa,988,903,True,1809.0,2064.0,6.31785039875,2.5,505.4280319,166.0,Calculado,Mapeado,20.58785039875,11.77,0,8.098,7.762,0.0,13,2.53,2.5,0.169,0.166,16.8,20.58785039875,20.58785039875
158,Erbera,441,901,True,978.0,1078.0,33.59047823625,0.91846033625,2687.2382589,73.4768269,Calculado,Calculado,80.7389385725,46.23,0,44.052,41.585,0.0,15,36.07,0.93,2.405,0.062,83.23,80.7389385725,80.7389385725
159,Ergoien Gamiz,89,904,True,1765.0,2220.0,1.66877621,0.90773412,133.5020968,72.6187296,Calculado,Calculado,43.626510329999995,41.05,1,17.383,17.216,9.52,2,1.8,0.7,0.121,0.047,43.55,43.626510329999995,53.14651033
160,Ergoien Maruri,311,904,True,1613.0,2220.0,4.695260245,0.90773412,375.6208196,72.6187296,Calculado,Calculado,37.252994365,31.65,1,10.316,9.988,16.7,15,4.23,0.7,0.282,0.047,36.58,37.252994365,53.952994364999995
161,Ermitabarri-Ibarra,37,901,True,1327.0,1078.0,2.01042800125,0.91846033625,160.8342401,73.4768269,Calculado,Calculado,50.158888337499995,47.23,1,21.094,20.929,10.05,9,1.53,0.93,0.102,0.062,49.7,50.158888337499995,60.2088883375
162,Ermua,15615,901,True,1420.0,1078.0,2.4948969175,0.91846033625,199.5917534,73.4768269,Calculado,Calculado,39.56335725375,36.15,1,35.289,35.042,0.4,25,2.78,0.93,0.185,0.062,39.87,39.56335725375,39.96335725375
163,Eroso-Ugarte,33,901,True,1395.0,1078.0,17.18499881625,0.91846033625,1374.7999053,73.4768269,Calculado,Calculado,20.2334591525,2.13,0,2.502,1.603,0.0,65,12.55,0.93,0.837,0.062,15.62,20.2334591525,20.2334591525
164,Errekalde,64,901,True,331603.0,1078.0,20.43127811875,0.91846033625,1634.5022495,73.4768269,Calculado,Calculado,33.449738455,12.1,0,7.741,7.222,0.0,41,6.85,0.93,0.456,0.062,19.88,33.449738455,33.449738455
165,Errekatxo/El Regato,324,900,True,295.0,271.0,50.12691231875,1.57028923875,4010.1529855,125.6231391,Calculado,Calculado,61.7772015575,10.08,0,7.95,5.054,0.0,78,41.33,2.12,2.755,0.141,53.53,61.7772015575,61.7772015575
166,Errenteria,2512,901,True,1690.0,1078.0,1.84648708125,0.91846033625,147.7189665,73.4768269,Calculado,Calculado,35.814947417499994,33.05,0,24.871,24.69,0.0,16,1.77,0.93,0.118,0.062,35.75,35.814947417499994,35.814947417499994
167,Erribera,905,901,True,1491.0,1078.0,1.19569509125,0.91846033625,95.6556073,73.4768269,Calculado,Calculado,58.0841554275,55.97,0,49.199,49.086,0.0,15,0.75,0.93,0.05,0.062,57.65,58.0841554275,58.0841554275
168,Errigoiti,73,901,True,1163.0,1005.0,41.86090208,1.089115005,3348.8721664,87.1292004,Calculado,Calculado,87.82001708499999,44.87,2,25.002,23.31,4.65,6,24.28,1.1,1.618,0.074,70.25,87.82001708499999,92.470017085
169,Esparta,21,901,True,1328.0,1078.0,5.3891337,0.91846033625,431.130696,73.4768269,Calculado,Calculado,27.35759403625,21.05,0,15.601,15.156,0.0,32,5.73,0.93,0.383,0.062,27.72,27.35759403625,27.35759403625
170,Estartetxe,956,904,True,12.0,2219.0,2.7072832775,0.79330144375,216.5826622,63.4641155,Calculado,Calculado,28.88058472125,25.38,0,11.243,11.043,0.0,22,2.07,0.93,0.138,0.062,28.38,28.88058472125,28.88058472125
171,Estaziñoa,76,901,True,1391.0,1078.0,2.009053675,0.91846033625,160.724294,73.4768269,Calculado,Calculado,11.69751401125,8.77,0,5.269,5.057,0.0,64,2.25,0.93,0.15,0.062,11.95,11.69751401125,11.69751401125
172,Etxano,74,901,True,1072.0,1078.0,32.71463937,0.91846033625,2617.1711496,73.4768269,Calculado,Calculado,50.78309970625,17.15,0,13.238,11.965,0.0,16,18.15,0.93,1.21,0.062,36.23,50.78309970625,50.78309970625
173,Euba,244,901,True,326934.0,1078.0,8.23088518875,0.91846033625,658.4708151,73.4768269,Calculado,Calculado,29.649345525,20.5,0,14.934,14.313,0.0,38,8.38,0.93,0.558,0.062,29.82,29.649345525,29.649345525
174,Gabika,66,901,True,1059.0,1078.0,55.90345654375,0.91846033625,4472.2765235,73.4768269,Calculado,Calculado,101.85191688,45.03,0,36.669,32.862,0.0,8,56.17,0.93,3.744,0.062,102.13,101.85191688,101.85191688
175,Gaitoka,25,901,True,1107.0,1078.0,8.79544210625,0.91846033625,703.6353685,73.4768269,Calculado,Calculado,47.3639024425,37.65,0,29.719,28.172,0.0,16,22.27,0.93,1.485,0.062,60.85,47.3639024425,47.3639024425
176,Galindo-Salcedillo,183,903,True,373.0,284.0,14.003841327500002,2.53,1120.3073062,169.0,Calculado,Mapeado,27.363841327500005,10.83,1,5.645,4.901,1.95,44,8.63,2.53,0.575,0.169,22.0,27.363841327500005,29.313841327500004
177,Gallarta,4142,903,True,623.0,284.0,2.00965921,2.53,160.7727368,169.0,Calculado,Mapeado,25.51965921,20.98,0,13.35,13.087,0.0,31,1.42,2.53,0.095,0.169,24.93,25.51965921,25.51965921
178,Gallartu,20,901,True,1554.0,1004.0,33.52774266875,2.95083712375,2682.2194135,236.0669699,Calculado,Calculado,127.29857979249999,90.82,0,41.873,39.581,0.0,4,32.57,1.8,2.172,0.12,125.18,127.29857979249999,127.29857979249999
